,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
2816,tm275437,Coin Heist,MOVIE,"When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint.",2017,PG,97,"['crime', 'thriller', 'drama', 'romance']",['US'],,tt5740806,4.8,2638.0,12.575999999999999,5.4
2819,tm431928,Rajma Chawal,MOVIE,"A father attempts to reconnect with his estranged son through social media, a new world for him.",2018,,129,"['comedy', 'drama', 'family']",['IN'],,tt6747420,5.7,1815.0,1.7690000000000001,6.5
2822,ts75357,LEGO Elves: Secrets of Elvendale,SHOW,"Armed with a powerful amulet, a teenage guardian is tasked with protecting her little sister -- and all of Elvendale. Based on the popular web series.",2017,TV-Y7,24,"['scifi', 'animation', 'fantasy']",['US'],1.0,tt7322926,6.9,163.0,1.4,7.7
2823,tm320785,The Mars Generation,MOVIE,Aspiring teenage astronauts reveal that a journey to Mars is closer than you think.,2017,,97,['documentation'],['US'],,tt6333096,6.5,989.0,5.021,6.6
2827,tm320144,The Wishing Tree,MOVIE,"'The Wishing Tree' is a magical, inspirational and an extremely entertaining story of five children in a hill-station somewhere in India, who come together to save their 'wishing tree' from being cut by vested interests. The film is extremely lively, endearing and engrossing so that the underlying message to protect trees and environment is seamlessly driven home.",2017,,99,"['fantasy', 'drama']",['IN'],,tt2936628,5.7,92.0,2.53,5.3
2831,tm434883,Been So Long,MOVIE,A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.,2018,,100,"['romance', 'drama']",['GB'],,tt1682886,5.4,1100.0,7.0889999999999995,5.6
2833,tm374226,Gad Elmaleh: American Dream,MOVIE,"In his first English-language special, comedian Gad Elmaleh gleefully digs into America's food obsessions, dating culture, slang, and more.",2018,,57,['comedy'],['US'],,tt8110630,7.2,1028.0,5.417000000000001,6.8
2834,tm337040,Maz Jobrani: Immigrant,MOVIE,"Iranian American comic Maz Jobrani lights up the Kennedy Center with riffs on immigrant life in the Trump era, modern parenting pitfalls and more.",2017,,67,"['comedy', 'documentation']",['US'],,tt7164714,6.7,840.0,3.08,6.2
2839,tm348386,Resurface,MOVIE,A suicidal war veteran finds like-minded souls in a surf therapy program that helps traumatized soldiers heal while riding the waves.,2017,,27,"['documentation', 'sport', 'war']",['US'],,tt6081408,7.1,286.0,1.642,7.1
2840,ts81827,True: Magical Friends,SHOW,The power of friendship can solve any problem -- and the Rainbow Kingdom's got plenty to go around. Cue Bartleby and True for the rescue!,2018,TV-Y,24,['animation'],['US'],1.0,,,,1.87,10.0
2842,tm285329,Take the 10,MOVIE,"A day in the life of two best friends, a drug dealer, and a store manager collide at a hip-hop concert in the Inland Empire.",2017,,80,['comedy'],['US'],,tt5792472,4.7,3130.0,9.312000000000001,5.2
2843,tm363181,Ladies First,MOVIE,"An inspirational survival story of Deepika Kumari who, as a girl born on the roadside to abject poverty in rural India, went in search of food, stumbled upon archery, and within 4 years became the Number One archer in the World.",2017,G,39,"['documentation', 'comedy', 'romance']",['IN'],,tt4389410,3.9,25.0,2.474,7.7
2845,tm326773,Sunday's Illness,MOVIE,"Annabel is a successful businesswoman with a wealthy husband. At a reception in her villa she meets a woman, a member of the catering staff who has been hired for the evening. This woman is none other than her own daughter Chiara, whom she had left over thirty years ago. Chiara was just eight years old at the time. She now approaches her mother with an unusual request: to spend ten days together with her.",2018,PG-13,113,"['drama', 'european']",['ES'],,tt6053948,6.9,3484.0,5.05,6.7
2850,tm309115,Naam Shabana,MOVIE,Shabana Khan is the special agent who is entrusted the task of assassinating a deadly arms dealer by the Indian Intelligence Agencies.,2017,,147,"['thriller', 'action', 'drama']",['IN'],,tt6170954,6.2,6712.0,5.584,5.8
2853,tm416341,HiGH&LOW The Movie 3: Final Mission,MOVIE,"In order to conceal past corruption by the government, the Kyuryu group proceeds on a plan to destroy a street and build a casino. To stop the Kyuryu group, members of SWORD begin to move.",2017,,118,"['drama', 'action']",['JP'],,tt7624932,7.7,636.0,4.243,6.4
2854,tm411257,Kevin James: Never Don't Give Up,MOVIE,"Kevin James makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more.",2018,PG,62,['comedy'],['US'],,tt8324578,6.1,1448.0,4.617,6.3
2859,ts81886,All About the Washingtons,SHOW,"The wife of a legendary rapper launches her own career, which puts his life into a tailspin.",2018,TV-G,23,"['comedy', 'music']",['US'],1.0,tt7661368,4.8,708.0,1.9869999999999999,4.6
2864,tm430496,D.L. Hughley: Contrarian,MOVIE,"Comedian D.L. Hughley riffs on politics, ""Black Panther,"" his upbringing and more in a rapid-fire stand-up show at Philadelphia's Merriam Theater.",2018,,58,['comedy'],['US'],,tt8426270,6.6,606.0,2.164,5.2
2865,ts77219,Part-Time Idol,SHOW,"This drama takes place in fictional entertainment company where a producer who has produced many famous idols suddenly has an existential crisis and disappears. Years later he appears and starts to put together a co-ed idol group, which is when the story begins.",2017,TV-14,40,"['drama', 'family', 'music', 'comedy']",['KR'],1.0,tt8835780,6.7,108.0,5.0680000000000005,8.5
2866,tm444043,Hometown Holiday,MOVIE,"Krista is starting this New Year with a new business and a resolution to be more selective with who she dates. When Krista meets Ryan Rourke, an entertainment lawyer from LA, the two really hit it off. Ryan is in her hometown to sign a local rancher turned viral signing sensation as his new client. Now with Krista also in Rust Creek, maybe there is more of a reason to stick around. Both are holding onto things from their past and are forced to make some decisions if they truly want to be together.",2018,,84,"['drama', 'romance', 'comedy']",['CA'],,tt8659750,5.0,994.0,2.681,5.6
2867,tm374656,Zion,MOVIE,"A portrait of Zion Clark, a young wrestler who was born without legs and grew up in foster care.",2018,,10,"['documentation', 'drama']",['US'],,tt4315044,,,6.257999999999999,6.5
2871,tm366025,Blanche Gardin: I Talk to Myself,MOVIE,"Touching on bulimia, death and cat sodomy, this French actress and comedian is keen to push the envelope in a one-woman show with understated flair.",2017,,88,"['comedy', 'european']",['FR'],,tt9182404,7.9,133.0,4.7410000000000005,7.8
2873,tm299771,Gad Gone Wild,MOVIE,French comic Gad Elmaleh regales a Montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the U.S.,2017,,57,"['comedy', 'european']",['FR'],,tt6550440,6.9,396.0,5.986000000000001,6.7
2874,tm369433,Awe!,MOVIE,"‘Awe’ charts the journey of a motley of characters that have nothing to do with each other but are yet connected by a single, fragile string. Who are these people and what about their lives connect them to each other is what the film is all about.",2018,,115,"['drama', 'romance', 'thriller', 'fantasy', 'horror', 'scifi']",['IN'],,tt7797658,7.8,4967.0,2.596,7.0
2875,tm313424,Pad Man,MOVIE,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.",2018,PG-13,140,"['comedy', 'drama']",['IN'],,tt7218518,7.9,25269.0,9.062000000000001,7.4
2876,tm352705,Jack Whitehall: At Large,MOVIE,"Comedian Jack Whitehall takes the stage to tell stories about drinking, drugs, a Google Maps van and his ongoing rivalry with Robert Pattinson.",2017,,67,['comedy'],['GB'],,tt7539884,6.9,2094.0,5.01,7.1
2877,tm328052,Sparring,MOVIE,"Steve Landry, an aging boxer with more losses than wins, accepts to become a sparring partner for an emerging champion in a last-ditch attempt to stay relevant.",2017,,95,"['drama', 'sport', 'european']",['FR'],,tt7222552,6.4,614.0,5.892,5.8
2880,tm326270,Tiffany Haddish: She Ready! From the Hood to Hollywood!,MOVIE,"In her first stand-up special filmed at the Nate Holden Performing Arts Center, Los Angeles native and rising star Tiffany Haddish tackles subjects ranging from her early days in foster care and being bullied on the playground to getting revenge on ex-boyfriends and introducing Will and Jada Pinkett Smith to Groupon.",2017,,65,"['comedy', 'documentation']",['US'],,tt9238720,6.6,526.0,3.661,7.4
2882,tm429567,Party Monster: Scratching the Surface,MOVIE,"In the probing documentary ""Party Monster,"" DJ Fingablast investigates what became of his childhood hero, DJ Slizzard.",2018,PG-13,33,['comedy'],['US'],,,,,1.35,6.9
2884,ts57913,Strongest Deliveryman,SHOW,Two gutsy food delivery workers strive to overcome their socioeconomic disadvantages to achieve big goals -- and bump into love along the way.,2017,TV-MA,55,"['drama', 'romance']",['KR'],1.0,tt7022748,7.4,626.0,6.359,6.8
2885,tm285712,Jen Kirkman: Just Keep Livin'?,MOVIE,"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost.",2017,,69,['comedy'],['US'],,tt6386352,6.7,1281.0,3.985,6.6
2887,tm322200,Superlopez,MOVIE,Juan López must balance an office job with heroic feats to save the love of his life and native planet Chitón.,2018,G,108,"['comedy', 'scifi', 'action', 'european']",['ES'],,tt4110388,5.4,3574.0,10.67,5.3
2890,tm360945,Soorma,MOVIE,"Soorma, a comeback story of the hockey legend Sandeep Singh is a biopic that chronicles the life and times of the famed hockey player.",2018,PG-13,131,"['drama', 'sport']",['IN'],,tt7690638,7.4,5103.0,2.69,7.5
2891,tm299790,Cristela Alonzo: Lower Classy,MOVIE,"The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy.",2017,,66,['comedy'],['US'],,tt6555236,6.4,845.0,4.083,6.2
2892,ts82887,The Could've-Gone-All-the-Way Committee,SHOW,People bring their stories of missed lust connections to an objective panel of experts who then judge whether they could have gone all the way or not.,2018,TV-14,24,"['comedy', 'drama']",['JP'],1.0,tt8499662,6.8,102.0,5.757000000000001,7.3
2893,tm361505,48 Christmas Wishes,MOVIE,"Holiday magic has never gleamed brighter as Santa’s Elves head out on an adventure to bring every boy and girl their Christmas wish while also bringing a family back together in this heartfelt Christmas movie from Gaumont. After accidentally destroying a bag of Christmas wishes from a small town on the eve of Christmas Eve, two junior elves learn that if even one wish goes unfulfilled, Christmas could be extinguished forever. For the first time in their lives, the elves Mindy and Cam venture out of the North Pole and sneak into Minnedoza to collect the lost wishes. Along the way they enlist the help of young Blake, whose family has a difficult time celebrating Christmas since his father died. With their deadline fast approaching, Mindy and Cam have only one more wish to find…but whose could it be? It’s up to Mindy and Cam to find out and save Christmas!",2017,,84,"['family', 'fantasy', 'comedy']",['CA'],,tt7422638,3.9,1103.0,9.516,5.5
2894,tm345767,The Maus,MOVIE,"Alex and Selma are a couple in love on a trip to the heart of Bosnia and Herzegovina. Suddenly, Selma feels a mysterious force is chasing them.",2017,,90,"['horror', 'fantasy', 'drama', 'european']",['ES'],,tt5586362,4.7,6331.0,5.857,5.3
2896,tm363088,Russell Howard: Recalibrate,MOVIE,"Self-deprecating comic Russell Howard plows ahead through politics, porn, social media and his own shortcomings. Yet he somehow keeps it positive.",2017,,69,['comedy'],['GB'],,tt7736664,7.4,1587.0,2.765,7.9
2897,tm319512,The Girl From the Song,MOVIE,"A young musician travels to Burning Man, a psychedelic festival in the middle of the Nevada desert, in an attempt to get the impetuous girl he has fallen in love with.",2017,,102,"['drama', 'music', 'romance', 'european']",['ES'],,tt6336270,5.6,1750.0,7.602,6.1
2898,tm432313,Manu,MOVIE,"The relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge.",2018,,182,"['thriller', 'romance']",['IN'],,tt6615648,8.0,1073.0,1.847,7.0
2900,tm316744,Lucas Brothers: On Drugs,MOVIE,"Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs, race, Deion Sanders, teachers and O.J. Simpson.",2017,,49,['comedy'],['US'],,tt6218048,5.5,830.0,2.609,5.1
2902,tm443283,Loudon Wainwright III: Surviving Twin,MOVIE,Grammy-winning singer Loudon Wainwright III reflects upon his unique relationship with his father in an evening of original songs and heartfelt stories.,2018,,91,"['music', 'documentation']",['US'],,tt9203030,7.1,94.0,1.272,8.0
2905,ts77011,The Many Faces of Ito,SHOW,A jaded rom-com screenwriter in her 30s mines four love-sick women for their stories under the guise of providing them with romantic advice.,2017,,30,"['drama', 'comedy', 'romance']",['JP'],1.0,tt7134506,6.7,244.0,5.712000000000001,7.5
2907,tm434179,Two Catalonias,MOVIE,Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.,2018,,116,"['documentation', 'history', 'european']",['ES'],,tt8893608,6.4,677.0,2.6069999999999998,6.8
